happy,comp,sex,age,edu,employ,rel_per,rel_den,social_class,people_trust
Very happy,7,Male,36,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Upper class,Need to be very careful
Very happy,7,Male,32,Lower secondary education (ISCED 2),Part time (less than 30 hours a week),A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,5,Male,25,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Don't know,Most people can be trusted
Quite happy,7,Male,32,Lower secondary education (ISCED 2),Self employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,5,Male,26,Bachelor or equivalent (ISCED 6),Self employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,6,Male,33,Primary education (ISCED 1),Self employed,A religious person,Muslim,Lower class,Most people can be trusted
Quite happy,7,Male,40,Lower secondary education (ISCED 2),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Not very happy,4,Male,26,Early childhood education (ISCED 0) / no education,Self employed,Not a religious person,Muslim,Working class,Most people can be trusted
Quite happy,1,Male,25,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,3,Male,43,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),A religious person,Muslim,Upper middle class,Most people can be trusted
Quite happy,7,Male,28,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),A religious person,Muslim,Lower class,Most people can be trusted
Quite happy,1,Male,29,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Not very happy,1,Male,60,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,50,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Male,30,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Working class,Don't know
Very happy,1,Male,34,Lower secondary education (ISCED 2),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,6,Male,48,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Lower class,Need to be very careful
Very happy,10,Male,36,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,5,Male,40,Early childhood education (ISCED 0) / no education,Self employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,32,Lower secondary education (ISCED 2),Full time (30 hours a week or more),A religious person,Muslim,Working class,Most people can be trusted
Very happy,1,Male,28,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Male,45,Lower secondary education (ISCED 2),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,10,Male,30,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Don't know,Need to be very careful
Very happy,10,Male,45,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Male,33,Lower secondary education (ISCED 2),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,29,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Don't know
Quite happy,10,Male,40,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Male,35,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,41,Lower secondary education (ISCED 2),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Male,60,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Male,50,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,7,Male,30,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Working class,Most people can be trusted
Very happy,1,Female,25,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Female,62,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Most people can be trusted
Quite happy,1,Female,23,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Female,30,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Female,32,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Don't know,Need to be very careful
Quite happy,1,Female,19,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,1,Female,28,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,1,Female,20,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,1,Female,40,Master or equivalent (ISCED 7),Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,1,Female,35,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Not very happy,1,Female,65,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,1,Female,30,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,5,Female,58,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),A religious person,Muslim,Upper class,Most people can be trusted
Very happy,10,Female,35,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Lower class,Most people can be trusted
Quite happy,1,Female,30,Bachelor or equivalent (ISCED 6),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Female,35,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Female,40,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,1,Female,48,Master or equivalent (ISCED 7),Homemaker not otherwise employed,A religious person,Muslim,Upper middle class,Need to be very careful
Quite happy,1,Female,55,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Don't know,Need to be very careful
Very happy,9,Male,30,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Male,38,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,10,Male,60,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,10,Male,33,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Not very happy,7,Male,22,Bachelor or equivalent (ISCED 6),Unemployed,A religious person,Muslim,Upper middle class,Most people can be trusted
Very happy,1,Male,35,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Working class,Most people can be trusted
Very happy,5,Male,41,Lower secondary education (ISCED 2),Self employed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,10,Male,29,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,6,Male,42,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,5,Male,40,Primary education (ISCED 1),Self employed,A religious person,Muslim,Working class,Need to be very careful
